headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
Portuguese,Antígona,Proper noun, f, Antigone , (Greek mythology) Antigone (the daughter of Oedipus and Jocasta),"<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content""><a href=""Greek.html"" title=""Greek"">Greek</a> <a href=""mythology.html"" title=""mythology"">mythology</a></span><span class=""ib-brac"" id=""mwBw"">)</span> <span class=""Latn"" id=""mwCA"" lang=""en""><a href=""Antigone.html"" title=""Antigone"">Antigone</a></span> <span class=""gloss-brac"" id=""mwCQ"">(</span><span class=""gloss-content"">the daughter of Oedipus and Jocasta</span><span class=""gloss-brac"" id=""mwCg"">)</span></li>"
Portuguese,Antígua,Proper noun, f,Antigua , Antigua (an island in Antigua and Barbuda),"<li id=""mwBg""> <span class=""Latn"" id=""mwBw"" lang=""en""><a href=""Antigua.html"" title=""Antigua"">Antigua</a></span><span> (an island in </span><span class=""Latn"" lang=""en""><a href=""Antigua_and_Barbuda.html"" title=""Antigua and Barbuda"">Antigua and Barbuda</a></span><span>)</span></li>"
Portuguese,Antígua e Barbuda,Proper noun, f,Antigua and Barbuda , Antigua and Barbuda (a country of the Caribbean),"<li id=""mwCw""> <span class=""Latn"" id=""mwDA"" lang=""en""><a href=""Antigua_and_Barbuda.html"" title=""Antigua and Barbuda"">Antigua and Barbuda</a></span><span> (a country of </span><span class=""Latn"" lang=""en"">the Caribbean</span><span>)</span></li>"
Portuguese,Antíoco,Proper noun, m,Antiochus , Antiochus (one of the thirteen kings of the Seleucid dynasty),"<li id=""mwBg""> <span class=""Latn"" id=""mwBw"" lang=""en""><a href=""Antiochus.html"" title=""Antiochus"">Antiochus</a></span> <span class=""gloss-brac"" id=""mwCA"">(</span><span class=""gloss-content"">one of the thirteen kings of the Seleucid dynasty</span><span class=""gloss-brac"" id=""mwCQ"">)</span></li>"
Portuguese,Antíope,Proper noun, f, Antiope ," (Greek mythology) Antiope (an Amazon, daughter of Ares)","<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content""><a href=""Greek.html"" title=""Greek"">Greek</a> <a href=""mythology.html"" title=""mythology"">mythology</a></span><span class=""ib-brac"" id=""mwCA"">)</span> <span class=""Latn"" id=""mwCQ"" lang=""en""><a href=""Antiope.html"" title=""Antiope"">Antiope</a></span> <span class=""gloss-brac"" id=""mwCg"">(</span><span class=""gloss-content"">an Amazon, daughter of Ares</span><span class=""gloss-brac"" id=""mwCw"">)</span></li>"
Portuguese,Antíope,Proper noun, f, Antiope , (Greek mythology) Antiope (the daughter of the Boeotian river god Asopus),"<li id=""mwDA""> <span class=""ib-brac"" id=""mwDQ"">(</span><span class=""ib-content""><a href=""Greek.html"" title=""Greek"">Greek</a> <a href=""mythology.html"" title=""mythology"">mythology</a></span><span class=""ib-brac"" id=""mwDg"">)</span> <span class=""Latn"" id=""mwDw"" lang=""en""><a href=""Antiope.html"" title=""Antiope"">Antiope</a></span> <span class=""gloss-brac"" id=""mwEA"">(</span><span class=""gloss-content"">the daughter of the Boeotian river god Asopus</span><span class=""gloss-brac"" id=""mwEQ"">)</span></li>"
Portuguese,Antístenes,Proper noun, m,Antisthenes , Antisthenes (ancient Greek philosopher),"<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Antisthenes.html"" title=""Antisthenes"">Antisthenes</a></span> <span class=""gloss-brac"" id=""mwBw"">(</span><span class=""gloss-content"">ancient Greek philosopher</span><span class=""gloss-brac"" id=""mwCA"">)</span></li>"
Portuguese,Antónia,Alternative forms,,Antônia , Antônia (Brazil),"<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""pt""><a href=""Ant%C3%B4nia.html"" title=""Antônia"">Antônia</a></span> <span class=""ib-brac"" id=""mwBQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">Brazil</span></span><span class=""ib-brac"" id=""mwBg""><span class=""qualifier-brac"">)</span></span></li>"
Portuguese,Antónia,Proper noun, f (European orthography),"A female given name, equivalent to English Antonia"," A female given name, equivalent to English Antonia","<li id=""mwDQ""> <span class=""use-with-mention"" id=""mwDg"">A female <a href=""given_name.html"" title=""given name"">given name</a>, equivalent to English <span class=""Latn"" lang=""en""><a href=""Antonia.html"" title=""Antonia"">Antonia</a></span></span></li>"
Portuguese,António,Proper noun, m (European orthography),A male given name; Alternative form of Antônio, A male given name; Alternative form of Antônio,"<li id=""mwCA""> <span class=""use-with-mention"" id=""mwCQ"">A male <a href=""given_name.html"" title=""given name"">given name</a></span>; <span class=""form-of-definition"" id=""mwCw"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Ant%C3%B4nio.html"" title=""Antônio"">Antônio</a></i></span></span></li>"
Portuguese,Antônia,Proper noun, f (Brazilian orthography),"A female given name, variant of Antónia"," A female given name, variant of Antónia","<li id=""mwCA""> <span class=""use-with-mention"" id=""mwCQ"">A female <a href=""given_name.html"" title=""given name"">given name</a></span>, variant of <i class=""Latn mention"" id=""mwCw"" lang=""pt""><a href=""Ant%C3%B3nia.html"" title=""Antónia"">Antónia</a></i></li>"
Portuguese,Antônio,Alternative forms,,"António ,  Antonio "," António (Portugal),  Antonio (chiefly obsolete)","<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""pt""><a href=""Ant%C3%B3nio.html"" title=""António"">António</a></span> <span class=""ib-brac"" id=""mwBQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">Portugal</span></span><span class=""ib-brac"" id=""mwBg""><span class=""qualifier-brac"">)</span></span></li>, <li id=""mwBw""> <span class=""Latn"" id=""mwCA"" lang=""pt""><a href=""Antonio.html"" title=""Antonio"">Antonio</a></span> <span class=""ib-brac"" id=""mwCQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content"">chiefly obsolete</span></span><span class=""ib-brac"" id=""mwCg""><span class=""qualifier-brac"">)</span></span></li>"
Portuguese,Antônio,Pronunciation,, IPA: /ɐ̃.ˈto.nju/, (Brazil) IPA(key): /ɐ̃.ˈto.nju/,"<li id=""mwDA""> <span class=""ib-brac"" id=""mwDQ""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwDg""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ɐ̃.ˈto.nju/</span></li>"
Portuguese,Antônio,Proper noun, m (Brazilian orthography),"A male given name, equivalent to English Anthony"," A male given name, equivalent to English Anthony","<li id=""mwFw""> <span class=""use-with-mention"" id=""mwGA"">A male <a href=""given_name.html"" title=""given name"">given name</a>, equivalent to English <span class=""Latn"" lang=""en""><a href=""Anthony.html"" title=""Anthony"">Anthony</a></span></span></li>"
Portuguese,Antônio Cardoso,Proper noun,,Antônio Cardoso ," Antônio Cardoso (municipality in the state of Bahia, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Ant%C3%B4nio_Cardoso.html"" title=""Antônio Cardoso"">Antônio Cardoso</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Bahia, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Antônio Carlos,Proper noun,,Antônio Carlos ," Antônio Carlos (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Ant%C3%B4nio_Carlos.html"" title=""Antônio Carlos"">Antônio Carlos</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Antônio Carlos,Proper noun,,Antônio Carlos ," Antônio Carlos (municipality in the state of Santa Catarina, Brazil)","<li id=""mwCA""> <span class=""Latn"" id=""mwCQ"" lang=""en""><a href=""Ant%C3%B4nio_Carlos.html"" title=""Antônio Carlos"">Antônio Carlos</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Santa Catarina, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Antônio Dias,Proper noun,,Antônio Dias ," Antônio Dias (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Ant%C3%B4nio_Dias.html"" title=""Antônio Dias"">Antônio Dias</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Antônio Gonçalves,Proper noun,,Antônio Gonçalves ," Antônio Gonçalves (municipality in the state of Bahia, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Ant%C3%B4nio_Gon%C3%A7alves.html"" title=""Antônio Gonçalves"">Antônio Gonçalves</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Bahia, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Antônio Olinto,Etymology,,"After Antônio Olinto dos Santos Pires, then a minister in Minas Gerais, who encouraged the settlement of Ukrainians in the region[1].","After Antônio Olinto dos Santos Pires, then a minister in Minas Gerais, who encouraged the settlement of Ukrainians in the region[1].","<p id=""mwAQ"">After <a class=""external"" href=""https://en.wikipedia.org/wiki/Antônio%20Olinto%20dos%20Santos%20Pires"" id=""mwAg"" title=""wikipedia:Antônio Olinto dos Santos Pires"">Antônio Olinto dos Santos Pires</a>, then a minister in <span class=""Latn"" id=""mwAw"" lang=""en""><a href=""Minas_Gerais.html"" title=""Minas Gerais"">Minas Gerais</a></span>, who encouraged the settlement of Ukrainians in the region<sup id=""cite_ref-1""><a href=""#cite_note-1"" style=""counter-reset: mw-Ref 1;""><span class=""mw-reflink-text"">[1]</span></a></sup>.</p>"
Portuguese,Antônio Olinto,Proper noun,,Antonio Olinto ," Antonio Olinto (a town and municipality in Paraná, Brazil)","<li id=""mwCA""> <span class=""Latn"" id=""mwCQ"" lang=""en"">Antonio Olinto</span><span> (a town and municipality in </span><span class=""Latn"" lang=""en""><a href=""Paran%C3%A1.html"" title=""Paraná"">Paraná</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Brazil.html"" title=""Brazil"">Brazil</a></span><span>)</span></li>"
Portuguese,Antônio Olinto,References,,"↑  2006, João Carlos Vicente Ferreira, Municípios paranaenses: origens e significados de seus nomes.","↑  2006, João Carlos Vicente Ferreira, Municípios paranaenses: origens e significados de seus nomes.","<li id=""cite_note-1""><a href=""#cite_ref-1""><span class=""mw-linkback-text"">↑ </span></a> <span class=""mw-reference-text"" id=""mw-reference-text-cite_note-1""><b id=""mwDA"">2006</b><span id=""mwDQ"">, João Carlos Vicente Ferreira, </span><i id=""mwDg"">Municípios paranaenses: origens e significados de seus nomes</i><span id=""mwDw"">.</span></span></li>"
Portuguese,Antônio Prado,Proper noun,,Antônio Prado ," Antônio Prado (municipality in the state of Rio Grande do Sul, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Ant%C3%B4nio_Prado.html"" title=""Antônio Prado"">Antônio Prado</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Rio Grande do Sul, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Antônio Prado de Minas,Proper noun,,Antônio Prado de Minas ," Antônio Prado de Minas (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Ant%C3%B4nio_Prado_de_Minas.html"" title=""Antônio Prado de Minas"">Antônio Prado de Minas</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Anzac,Noun, m (plural Anzacs), ANZAC )," (military, historical) ANZAC (a soldier from the Australian and New Zealand Army Corps (1914-1918))","<li id=""mwBQ""> <span class=""ib-brac"" id=""mwBg"">(</span><span class=""ib-content"">military<span class=""ib-comma"">,</span><span> </span>historical</span><span class=""ib-brac"" id=""mwBw"">)</span> <span class=""Latn"" id=""mwCA"" lang=""en""><a href=""ANZAC.html"" title=""ANZAC"">ANZAC</a></span> <span class=""gloss-brac"" id=""mwCQ"">(</span><span class=""gloss-content"">a soldier from the Australian and New Zealand Army Corps (1914-1918)</span><span class=""gloss-brac"" id=""mwCg"">)</span></li>"
Portuguese,Anápolis,Pronunciation,," IPA: /a.ˈna.po.lis/, /ɐ.ˈna.po.lis/"," (Brazil) IPA(key): /a.ˈna.po.lis/, /ɐ.ˈna.po.lis/","<li id=""mwAg""> <span class=""ib-brac"" id=""mwAw""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwBA""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/a.ˈna.po.lis/</span><span>, </span><span class=""IPA"" lang="""">/ɐ.ˈna.po.lis/</span></li>"
Portuguese,Anápolis,Etymology 1,,From Ana ‎ +‎ -polis.,From Ana ‎(“Saint Anne”) +‎ -polis.,"<p id=""mwBw"">From <i class=""Latn mention"" id=""mwCA"" lang=""pt""><a href=""Ana.html"" title=""Ana"">Ana</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">Saint Anne</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"">)</span><span> +</span><span>‎</span><span> </span><i class=""Latn mention"" lang=""pt""><a href=""-polis.html"" title=""-polis"">-polis</a></i>.</p>"
Portuguese,Anápolis,Proper noun, f,"A city in Goiás, Brazil."," A city in Goiás, Brazil.","<li id=""mwDg""> <span id=""mwDw"">A city in </span><span class=""Latn"" lang=""en""><a href=""Goi%C3%A1s.html"" title=""Goiás"">Goiás</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Brazil.html"" title=""Brazil"">Brazil</a></span><span>.</span></li>"
Portuguese,Anápolis,Proper noun, f,Alternative spelling of Annapolis, Alternative spelling of Annapolis,"<li id=""mwFQ""> <span class=""form-of-definition"" id=""mwFg"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Annapolis.html"" title=""Annapolis"">Annapolis</a></i></span></span></li>"
Portuguese,Aníbal,Alternative forms,,"Haníbal, Hannibal"," Haníbal, Hannibal","<li id=""mwAw""> <span class=""Latn"" id=""mwBA"" lang=""pt""><a href=""Han%C3%ADbal.html"" title=""Haníbal"">Haníbal</a></span>, <span class=""Latn"" id=""mwBQ"" lang=""pt""><a href=""Hannibal.html"" title=""Hannibal"">Hannibal</a></span></li>"
Portuguese,Aníbal,Etymology,,"From Latin Hannibal, Annibal, from Punic 𐤇𐤍𐤁𐤏𐤋.","From Latin Hannibal, Annibal, from Punic 𐤇𐤍𐤁𐤏𐤋.","<p id=""mwBg"">From <span class=""etyl"" id=""mwBw""><a class=""external"" href=""https://en.wikipedia.org/wiki/Latin%20language"" title=""w:Latin language"">Latin</a></span><span> </span><i class=""Latn mention"" id=""mwCA"" lang=""la""><a href=""Hannibal.html"" title=""Hannibal"">Hannibal</a></i>, <i class=""Latn mention"" id=""mwCQ"" lang=""la"">Annibal</i>, from <span class=""etyl"" id=""mwCg""><a class=""external"" href=""https://en.wikipedia.org/wiki/Punic%20language"" title=""w:Punic language"">Punic</a></span><span> </span><i class=""Phnx mention"" id=""mwCw"" lang=""xpu"">𐤇𐤍𐤁𐤏𐤋</i>.</p>"
Portuguese,Aníbal,Pronunciation,," IPA: /ɐ.ˈni.baw/, /a.ˈni.baw/"," (Brazil) IPA(key): /ɐ.ˈni.baw/, /a.ˈni.baw/","<li id=""mwDQ""> <span class=""ib-brac"" id=""mwDg""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwDw""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ɐ.ˈni.baw/</span><span>, </span><span class=""IPA"" lang="""">/a.ˈni.baw/</span></li>"
Portuguese,Aníbal,Proper noun, m,"A male given name, equivalent to English Hannibal"," A male given name, equivalent to English Hannibal","<li id=""mwFg""> <span class=""use-with-mention"" id=""mwFw"">A male <a href=""given_name.html"" title=""given name"">given name</a>, equivalent to English <span class=""Latn"" lang=""en""><a href=""Hannibal.html"" title=""Hannibal"">Hannibal</a></span></span></li>"
